final_text,sentiment
value money cheap bestread,0
super hit loving,0
money not worthread,0
bluetooth nice battery bakup super heeread,0
amazing headphone wireless connectivity gifted dad n must say hat boat company wonderful headphone better current sony headphone,0
purchased headset got one build quality bad nd bad head set ever usedread,1
not suitable long earsread,1
must buy productread,0
totally waste money generally prefer boat product changed mind sound quality bass perfect come comfort worst headset not put ear min seems like someone pressing ear two side im unable use sound bassread,1
talk sound quality want rate awsm quality deep bass peaceful ear design liked thing much one friend owned awsm product get know wonderful product search sorry cant say anything much battery back writing review within day product delivery liked product u,0
little hard earsread,1
nice product nice sound good quality first day may tight ear bt manage overall good product priceread,0
nice product sound quality earsread,0
best ever headphone ever bought sound quality awesome design also cool worth every penny compared,0
deep bass feel vibration seems like overkilled higher looking headphone high quality audio output not option like punchy bass doesnt bother quality headphone perfect drawbackfeels tight head putting much pressure ear cant wear half hour hurt star,0
super hadphoneread,0
good listening music not good phone call effective distance mtrs design good buying price,1
sound qualtiy bestread,0
headphone really super good sound quality bass battery backup charging time pretty good not comfortable filling much irritated listen music love sound quality good another headphon boatread,1
great product lasted pretty long also warranty period great customer serviceread,0
